tweet,sentiment
"RT: Terrible customer service, waited 2 hours for help",negative
"Disgusting behavior from staff, very rude and unhelpful #trending",negative
RT: The store closes at 9pm on weekdays,neutral
"This product broke after one day, complete waste of money",negative
"RT: Horrible app, keeps crashing every 5 minutes",negative
"RT: Broken on arrival, no return policy, total scam",negative
The store closes at 9pm on weekdays,neutral
"excellent service as always, never disappoints",positive
So excited for the weekend! Plans are amazing,positive
Checking the schedule for the upcoming events,neutral
"Poor design, difficult to use, and crashes constantly",negative
"Complete failure, nothing works as advertised #trending",negative
RT: The package is expected to arrive in 3-5 business days,neutral
"worst experience ever, will never come back again",negative
Looking at options for my next phone upgrade #trending,neutral
RT: Reading about the latest technology developments,neutral
heading to the office today for some meetings,neutral
Amazing product! Highly recommend to everyone!,positive
Heading to the office today for some meetings,neutral
RT: Watched a documentary about climate change last night,neutral
just had the best coffee ever! loving this morning ☕😊,positive
The new model comes with updated specifications,neutral
"this ruined my entire day, absolutely unacceptable",negative
Comparing different plans before making a decision,neutral
the quarterly report will be released next week,neutral
RT: The quarterly report will be released next week,neutral
"fantastic experience at the restaurant, will definitely return",positive
"This is absolutely unacceptable, I want a refund #trending",negative
the package is expected to arrive in 3-5 business days,neutral
Fed up with these constant delays and poor service,negative
RT: Never again! This company does not care about customers,negative
"Great customer service, very helpful and friendly staff 🙌",positive
RT: Comparing different plans before making a decision,neutral
grateful for amazing friends and family today 💕,positive
"awful food, cold and tasteless, total disappointment",negative
RT: So excited for the weekend! Plans are amazing,positive
RT: Attended a conference on machine learning today,neutral
Attended a conference on machine learning today #trending,neutral
Reviewing the terms and conditions of the service,neutral
"Very disappointed with the quality, not as described #trending",negative
"excellent service as always, never disappoints",positive
Reading about the latest technology developments,neutral
best day ever! everything went perfectly today 🎉,positive
RT: Just woke up and checking the news,neutral
Amazing product! Highly recommend to everyone! 🙌,positive
life is good when you have great people around you,positive
Delivery was late and the package was damaged,negative
Reading about the latest technology developments #trending,neutral
So excited for the weekend! Plans are amazing,positive
"broken on arrival, no return policy, total scam",negative
The store closes at 9pm on weekdays,neutral
The store closes at 9pm on weekdays,neutral
"RT: Broken on arrival, no return policy, total scam",negative
The meeting was rescheduled to next Tuesday,neutral
Grateful for amazing friends and family today 💕,positive
"Horrible app, keeps crashing every 5 minutes #trending",negative
"just finished an amazing book, totally recommend it!",positive
